scenario,strategy,regime_gate,backtest_scope_yr,backtest_start,backtest_end,fold_index,date,daily_pnl_twd
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-06,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-07,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-08,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-09,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-12,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-13,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-14,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-15,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-16,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-19,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-20,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-21,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-22,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-23,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-26,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-27,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-28,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-29,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-01-30,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-02,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-03,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-04,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-05,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-06,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-09,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-10,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-11,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-23,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-24,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-25,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-02-26,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-02,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-03,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-04,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-05,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-06,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-09,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-10,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-11,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-12,0.0
IC_vanilla,IronCondor,vanilla,5yr,2021-04-01,2026-04-28,14,2026-03-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-18,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-19,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-25,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-26,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-27,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-28,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-04-29,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-04,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-09,-6161.5631375
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-10,-600.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-11,2087.500000000001
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-12,-362.5000000000009
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-13,1137.5000000000005
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-16,462.5
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-17,425.24632500000007
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-18,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-19,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-23,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-24,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-25,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-26,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-27,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-05-31,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-09,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-10,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-16,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-17,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-23,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-24,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-27,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-28,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-29,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-06-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-04,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-11,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-12,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,0,2022-07-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-18,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-19,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-25,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-26,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-27,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-28,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-07-29,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-04,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-09,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-10,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-11,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-12,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-16,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-17,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-18,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-19,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-23,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-24,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-25,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-26,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-29,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-08-31,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-12,-451.3696749999996
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-13,-62.5
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-14,412.50000000000017
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-15,24.999999999999943
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-16,-57.49999999999994
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-19,-132.50000000000028
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-20,870.0000000000002
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-21,-687.5
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-22,-532.5
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-23,-485.00000000000045
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-26,-2970.0000000000005
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-27,940.6062063941931
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-28,-4683.74793139419
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-29,-87.00014999999985
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-09-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-04,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-11,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,1,2022-10-12,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-17,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-18,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-19,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-24,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-25,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-26,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-27,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-28,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-10-31,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-04,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-09,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-10,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-11,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-16,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-17,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-18,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-23,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-24,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-25,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-28,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-29,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-11-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-09,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-12,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-16,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-19,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-23,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-26,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-27,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-28,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-29,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2022-12-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2023-01-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2023-01-04,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2023-01-05,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2023-01-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2023-01-09,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,2,2023-01-10,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-11,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-12,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-16,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-17,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-30,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-01-31,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-06,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-07,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-08,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-09,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-10,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-13,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-14,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-15,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-16,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-17,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-20,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-21,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-22,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-23,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-02-24,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-03-01,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-03-02,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-03-03,0.0
IC_IV_percentile,IronCondor,IV_percentile,5yr,2021-04-01,2026-04-28,3,2023-03-06,0.0
